Year;Country;value
2003;New Zealand;6.714978
1985;New Zealand;3.848752
1989;New Zealand;3.71336
1995;New Zealand;4.0645
2000;China;2471.966588
2002;China;2808.3465
2014;Egypt;1.066507
2007;China;5305.971
1988;Egypt;3.268008
1996;Egypt;3.773745
2007;Egypt;3.404058
1989;Egypt;3.351978
1999;Egypt;2.991852
2010;Egypt;4.70177
1982;Northern Mariana Islands;-
1983;Northern Mariana Islands;-
1981;Northern Mariana Islands;-
1991;Northern Mariana Islands;-
1990;Northern Mariana Islands;-
2013;Northern Mariana Islands;-
2007;Northern Mariana Islands;-
1988;Northern Mariana Islands;-
2010;Norway;1.700034
1987;Norway;2.448775
1984;Peru;0.386004
2013;Malawi;0.092341
1996;Portugal;10.678465
1981;Portugal;1.126992
1987;Portugal;5.719438
2012;Portugal;9.312555
2008;Norway;1.69184
1983;Norway;2.45705
1981;Norway;2.4576
2000;Philippines;17.166498
1998;Russia;377.892944
1994;Romania;30.82365
1987;Poland;339.64582
1988;Poland;331.82398
1982;Poland;269.62671
1980;Poland;284.09296
2009;Serbia;42.155148
1989;Poland;317.8529
1994;Peru;0.879525
2005;Portugal;10.464948
2006;Pakistan;12.302271
2008;Pakistan;12.787956
2010;Romania;24.793518
2009;Romania;27.092736
2013;Panama;0.902448
1994;Panama;0.10393
1987;Peru;0.403472
1980;Peru;0.209916
1981;Peru;0.303426
1991;New Caledonia;0.368232
2001;New Caledonia;0.644308
2013;New Caledonia;1.288798
1999;New Caledonia;0.276687
1990;New Caledonia;0.36788
2002;New Caledonia;0.64484
2001;Netherlands;50.812872
1986;New Zealand;3.271415
2010;New Zealand;4.873032
2000;Netherlands;43.8996
1989;Puerto Rico;0.738832
1994;Puerto Rico;0.368628
1999;Puerto Rico;0.368352
1988;Puerto Rico;0.830889
2009;Puerto Rico;3.591159
2004;Portugal;10.257858
2002;Portugal;11.336172
1997;Peru;0.789136
2006;Peru;2.139764
2008;Peru;2.596374
1992;New Zealand;4.340638
1998;New Zealand;3.878154
2013;New Zealand;5.425404
1996;New Zealand;3.977973
2008;New Zealand;7.36112
1993;Romania;31.676038
1992;Romania;30.050757
2011;Russia;399.327495
2012;Russia;417.794922
2005;Romania;25.578066
1996;Northern Mariana Islands;-
2000;Northern Mariana Islands;-
2005;Northern Mariana Islands;-
2002;Norway;1.878663
1990;Norway;1.922325
2009;Norway;1.294228
1986;Norway;2.447975
1989;Peru;0.398876
1992;Peru;0.690151
2014;Peru;2.865702
1993;Portugal;9.853416
2014;Poland;193.668574
2005;World;10994.320978
2009;World;12461.209688
1995;World;8039.008525
